utme_score,olevel_credits,attendance_rate,study_hours,prev_gpa,family_income_level,hostel_residence,extracurricular_hours,internet_access,gender,department_load,performance_class
285.0,9.0,86.3,2.9,2.31,0,1,1.3,0,0,31.0,1
247.0,8.0,90.3,2.1,3.07,1,0,1.9,0,1,22.0,1
264.0,5.0,84.5,3.7,3.0,0,0,7.7,1,0,21.0,1
273.0,9.0,74.7,2.7,3.33,1,1,8.6,1,1,22.0,1
270.0,6.0,86.5,5.9,3.84,1,1,6.5,1,0,20.0,2
251.0,9.0,80.6,5.3,2.3,0,0,7.3,1,1,26.0,1
251.0,7.0,66.3,4.2,3.44,2,0,7.0,1,1,25.0,1
248.0,7.0,100.0,3.8,3.72,2,0,5.4,0,0,26.0,2
192.0,9.0,72.7,3.1,2.99,2,1,4.8,0,0,22.0,1
255.0,6.0,89.6,1.2,3.02,0,1,5.3,1,1,24.0,1
183.0,6.0,41.7,2.9,3.35,1,0,5.8,0,0,15.0,0
202.0,7.0,97.1,3.4,3.31,1,0,2.1,1,1,26.0,1
276.0,8.0,100.0,3.6,3.45,1,1,5.8,1,1,24.0,2
259.0,5.0,78.4,4.0,3.44,1,1,7.6,1,0,20.0,2
282.0,5.0,86.4,4.7,2.51,1,0,3.5,1,1,24.0,1
220.0,8.0,86.4,2.1,3.69,0,1,3.2,1,0,23.0,2
190.0,6.0,68.4,2.1,3.8,1,1,5.2,0,1,31.0,0
222.0,7.0,86.2,5.5,3.21,0,0,2.4,1,0,20.0,2
234.0,5.0,65.9,4.4,2.2,0,1,0.7,1,1,25.0,0
233.0,6.0,68.9,2.6,3.03,0,1,6.9,0,0,20.0,0
270.0,7.0,94.9,3.0,3.22,0,0,2.9,0,0,22.0,2
217.0,9.0,92.6,3.0,2.41,1,1,4.0,0,0,25.0,1
242.0,6.0,67.4,3.3,2.88,1,1,2.5,0,0,23.0,1
195.0,9.0,67.0,4.0,2.25,0,0,7.2,0,1,24.0,0
246.0,6.0,68.3,7.3,3.46,1,0,6.1,0,0,25.0,1
230.0,6.0,89.0,3.5,3.2,2,1,3.4,1,0,22.0,1
204.0,9.0,63.0,4.3,2.11,2,0,1.1,1,0,28.0,1
222.0,7.0,83.4,0.5,3.31,2,0,3.1,1,0,23.0,1
224.0,6.0,89.2,2.4,3.07,2,0,5.4,1,0,24.0,1
221.0,7.0,76.7,5.2,3.41,1,1,4.5,1,0,25.0,1
292.0,9.0,93.2,3.8,2.87,2,1,4.3,1,1,25.0,2
227.0,9.0,73.4,0.0,2.62,2,1,4.5,1,1,27.0,1
221.0,6.0,74.8,4.3,2.64,0,1,5.9,1,1,25.0,0
157.0,7.0,63.3,6.3,2.78,2,0,3.9,1,0,26.0,0
199.0,7.0,93.3,0.0,3.11,1,0,5.1,1,1,23.0,0
221.0,6.0,66.5,5.6,3.19,1,1,1.5,1,1,20.0,1
206.0,7.0,83.2,0.0,2.99,2,0,10.4,0,1,18.0,0
278.0,7.0,76.9,4.7,2.85,1,1,3.3,0,0,17.0,1
224.0,9.0,62.2,3.2,2.89,1,0,4.5,1,0,31.0,1
275.0,9.0,68.9,0.0,4.6,1,0,5.4,0,0,15.0,2
232.0,7.0,98.7,3.9,2.64,1,1,3.0,0,0,29.0,1
231.0,7.0,81.0,5.0,2.77,2,0,4.0,0,1,21.0,1
227.0,8.0,62.9,3.8,5.0,2,0,4.0,1,0,29.0,2
230.0,6.0,82.6,4.1,3.35,1,0,1.7,1,0,15.0,2
290.0,8.0,75.8,2.5,2.27,2,0,5.1,1,0,23.0,1
149.0,7.0,100.0,0.2,3.61,0,0,0.0,0,0,30.0,0
160.0,6.0,82.3,4.3,2.55,2,1,8.4,1,0,27.0,0
211.0,6.0,72.3,6.0,3.65,0,0,6.0,1,0,23.0,1
231.0,9.0,99.3,5.0,2.97,1,1,5.6,1,1,16.0,2
254.0,7.0,50.4,0.0,2.84,0,1,0.0,1,0,19.0,0
247.0,9.0,79.4,0.8,4.07,1,0,2.0,0,1,30.0,2
217.0,6.0,100.0,1.8,3.44,1,0,7.5,1,1,23.0,2
266.0,8.0,76.3,0.7,3.68,0,1,14.4,0,1,24.0,2
266.0,9.0,52.0,3.3,3.36,1,1,7.0,1,1,25.0,1
236.0,6.0,72.1,3.8,2.83,1,1,6.6,1,0,19.0,1
264.0,5.0,99.8,0.9,3.47,0,0,5.3,1,1,26.0,1
240.0,9.0,83.6,4.4,3.83,1,1,1.9,0,1,22.0,2
210.0,6.0,65.4,4.2,3.18,0,1,6.5,1,0,25.0,0
254.0,7.0,67.7,2.3,4.18,0,1,1.2,1,0,22.0,2
234.0,6.0,69.6,2.9,3.61,0,0,1.0,1,1,18.0,1
230.0,8.0,83.4,0.1,3.23,1,1,0.8,0,0,22.0,1
282.0,6.0,98.1,2.7,3.25,1,0,6.4,1,1,27.0,2
144.0,7.0,93.8,3.2,3.18,1,1,3.9,0,0,26.0,0
180.0,8.0,84.8,3.5,2.35,2,0,4.3,0,0,24.0,0
188.0,6.0,58.0,3.8,3.05,1,1,4.0,1,1,28.0,1
217.0,6.0,58.1,3.6,3.23,1,0,1.2,1,1,23.0,0
221.0,7.0,86.0,2.8,2.85,2,1,2.3,0,1,24.0,1
177.0,5.0,57.8,3.7,3.3,1,0,2.4,1,1,22.0,0
196.0,7.0,74.6,4.8,3.11,0,0,0.5,1,1,28.0,0
200.0,7.0,82.6,3.0,3.56,0,1,2.7,1,0,25.0,1
316.0,7.0,60.9,3.7,3.5,1,1,1.3,1,1,22.0,2
293.0,7.0,62.6,2.9,3.2,1,0,5.4,1,0,18.0,2
216.0,7.0,76.6,2.2,2.28,0,1,5.7,1,0,28.0,0
217.0,6.0,85.6,4.0,4.17,2,0,0.8,0,1,21.0,2
190.0,8.0,93.9,2.3,3.01,2,1,3.3,0,0,24.0,1
163.0,9.0,87.1,3.8,3.05,0,1,8.6,1,1,33.0,0
226.0,7.0,79.1,3.2,2.89,0,1,1.5,0,0,27.0,0
195.0,8.0,66.8,2.7,2.81,0,1,5.1,1,0,30.0,0
227.0,7.0,61.9,2.7,4.03,1,0,4.3,1,0,22.0,1
174.0,8.0,70.3,2.4,3.93,2,0,6.7,0,1,28.0,1
203.0,9.0,84.1,0.6,3.37,1,1,4.7,0,1,24.0,1
235.0,8.0,83.0,3.8,3.04,0,0,2.9,1,0,25.0,2
243.0,5.0,46.5,3.6,3.47,1,0,4.2,1,0,32.0,1
245.0,8.0,66.2,4.6,3.14,0,1,4.2,1,0,23.0,2
184.0,9.0,96.1,2.3,2.99,1,0,3.8,0,0,24.0,0
260.0,7.0,79.2,6.2,3.3,1,0,0.7,1,1,20.0,2
202.0,9.0,56.7,2.6,2.84,1,1,7.1,0,1,28.0,0
252.0,6.0,100.0,1.8,3.25,1,0,6.7,1,0,22.0,1
230.0,5.0,77.6,1.6,3.22,2,0,1.4,0,0,28.0,0
182.0,7.0,83.8,0.4,3.46,0,0,3.2,0,1,17.0,0
219.0,5.0,84.0,5.7,2.73,1,0,3.4,1,0,26.0,1
243.0,7.0,72.5,5.4,3.53,0,1,1.1,0,0,21.0,2
251.0,9.0,67.1,4.2,2.56,0,1,0.0,1,1,27.0,0
225.0,5.0,100.0,1.8,2.76,2,1,2.3,0,0,24.0,2
284.0,5.0,93.0,6.1,2.78,1,0,3.1,0,0,22.0,2
265.0,6.0,90.3,2.6,2.46,0,0,0.4,0,0,22.0,1
221.0,7.0,86.6,2.8,3.71,1,0,4.4,1,1,21.0,1
256.0,7.0,63.0,5.5,2.52,1,1,6.9,1,0,27.0,1
298.0,9.0,97.2,4.3,2.68,2,1,6.1,0,1,20.0,2
299.0,9.0,65.4,6.7,3.85,1,0,3.7,1,0,23.0,2
187.0,8.0,82.2,3.6,2.76,0,1,0.0,1,0,25.0,0
198.0,7.0,53.4,2.6,2.99,1,1,5.8,1,1,30.0,0
282.0,8.0,47.4,2.2,2.49,0,0,4.4,1,0,24.0,0
193.0,6.0,82.8,0.2,3.6,0,1,5.1,1,0,23.0,1
184.0,8.0,65.9,2.8,3.61,1,1,8.8,1,0,25.0,1
213.0,6.0,48.2,5.0,3.54,1,0,1.9,1,1,16.0,0
245.0,8.0,86.1,4.2,3.42,0,0,0.0,1,0,19.0,2
226.0,9.0,100.0,3.2,3.14,1,1,1.4,1,1,22.0,2
207.0,7.0,98.8,1.6,2.79,1,1,5.2,0,0,21.0,0
206.0,7.0,74.1,3.6,2.61,1,1,4.1,1,0,18.0,1
205.0,8.0,78.1,4.8,3.87,0,1,1.0,1,0,27.0,2
199.0,3.0,91.3,3.9,3.56,1,1,0.5,1,0,25.0,1
310.0,8.0,94.8,3.5,2.68,0,0,3.1,1,1,25.0,2
240.0,7.0,72.8,1.9,3.12,0,0,0.9,1,0,21.0,1
261.0,7.0,78.5,4.6,2.92,0,0,5.3,1,1,24.0,1
213.0,8.0,82.5,0.0,2.42,0,1,3.0,1,0,26.0,1
223.0,7.0,86.3,3.8,3.21,0,1,2.4,1,1,23.0,2
205.0,6.0,76.0,7.3,2.85,0,1,2.1,1,0,26.0,1
137.0,7.0,76.2,0.8,2.53,2,0,4.7,1,1,21.0,0
182.0,7.0,98.7,2.8,2.21,1,0,4.1,0,0,24.0,1
167.0,7.0,96.1,3.2,2.16,0,1,4.5,1,1,29.0,0
151.0,7.0,85.2,2.5,2.88,2,0,4.5,0,1,29.0,0
188.0,9.0,100.0,4.9,3.05,0,0,3.8,1,1,29.0,1
276.0,6.0,72.2,4.0,2.57,1,1,1.4,1,0,25.0,1
228.0,7.0,100.0,3.4,3.49,2,1,2.2,1,1,24.0,2
275.0,9.0,86.1,4.5,3.06,1,1,3.0,0,0,22.0,2
244.0,5.0,100.0,3.2,3.45,0,0,9.2,1,0,17.0,2
257.0,7.0,60.1,8.3,2.99,1,0,0.6,0,0,19.0,2
198.0,6.0,67.7,3.4,2.63,1,0,3.0,1,1,23.0,1
248.0,7.0,84.3,3.5,3.17,1,0,4.2,0,0,24.0,1
256.0,6.0,84.0,0.5,2.34,1,0,3.2,1,1,30.0,1
210.0,7.0,100.0,2.3,3.42,1,0,6.7,1,1,29.0,1
250.0,9.0,68.0,5.0,2.54,0,1,3.2,1,0,21.0,2
250.0,5.0,91.6,1.1,3.65,1,0,3.4,1,0,27.0,1
211.0,6.0,95.4,0.0,2.9,0,0,6.0,0,1,22.0,0
191.0,5.0,88.6,3.3,3.74,2,0,8.5,1,0,27.0,1
189.0,9.0,63.6,5.4,2.43,1,1,7.5,0,0,27.0,1
233.0,7.0,99.1,3.3,2.69,1,0,3.7,1,0,29.0,1
241.0,7.0,96.4,2.7,3.33,1,0,3.9,1,1,22.0,2
202.0,7.0,87.0,0.2,3.8,0,0,4.1,1,0,28.0,1
231.0,6.0,81.1,3.9,4.1,0,0,4.4,0,0,17.0,2
250.0,7.0,81.4,4.3,3.12,1,1,1.9,1,0,29.0,1
252.0,9.0,76.8,0.3,4.2,1,0,6.3,1,0,24.0,1
284.0,9.0,87.6,5.0,2.93,1,0,4.5,0,1,24.0,2
275.0,6.0,78.5,4.4,3.76,2,1,3.9,1,1,16.0,2
195.0,8.0,65.3,5.0,2.53,1,0,0.8,0,1,22.0,0
289.0,6.0,62.3,4.1,3.35,1,1,4.2,0,1,29.0,2
211.0,5.0,66.7,4.2,1.69,1,0,0.0,1,0,22.0,0
267.0,9.0,81.3,4.0,2.43,0,1,2.5,0,1,27.0,1
232.0,9.0,77.6,4.6,3.38,0,0,2.6,0,1,24.0,2
216.0,9.0,81.2,0.3,2.31,2,0,4.7,1,1,28.0,0
167.0,7.0,85.5,0.8,3.36,2,0,8.7,1,1,25.0,0
224.0,7.0,68.6,2.0,3.64,2,1,5.4,0,0,20.0,1
175.0,8.0,100.0,3.0,2.8,0,0,7.6,0,1,24.0,1
264.0,8.0,74.0,3.8,2.52,0,1,5.6,1,0,30.0,0
283.0,7.0,71.5,3.7,2.82,1,1,6.8,1,1,26.0,1
202.0,5.0,85.2,5.0,2.52,2,0,8.6,1,0,24.0,0
241.0,7.0,50.5,5.0,3.04,0,0,2.2,1,1,33.0,1
205.0,9.0,66.1,1.8,3.16,0,0,2.0,1,1,29.0,1
208.0,6.0,92.7,3.6,2.92,0,1,5.7,1,1,27.0,1
257.0,8.0,51.9,1.8,4.1,1,1,4.0,1,0,25.0,2
229.0,8.0,94.8,2.9,2.67,1,0,4.6,0,1,27.0,1
291.0,8.0,100.0,3.7,3.93,1,0,3.4,0,1,27.0,2
213.0,8.0,72.5,0.0,2.48,0,1,2.5,0,1,15.0,0
265.0,6.0,82.4,7.1,3.14,1,0,8.1,1,1,26.0,1
233.0,5.0,94.8,4.1,3.81,1,0,1.3,1,1,23.0,2
258.0,6.0,71.0,2.2,3.78,0,0,5.7,1,1,22.0,2
214.0,8.0,91.0,6.3,2.85,0,0,5.3,0,0,23.0,2
228.0,6.0,67.9,2.6,3.43,1,1,0.1,1,0,18.0,1
226.0,6.0,70.8,3.4,3.35,0,1,1.9,1,1,17.0,1
201.0,5.0,66.0,2.4,2.78,2,0,2.3,0,1,29.0,0
253.0,9.0,83.1,5.8,3.47,1,0,5.4,1,0,26.0,2
253.0,8.0,95.4,3.0,4.22,1,1,3.1,1,0,15.0,2
251.0,8.0,75.2,3.4,3.38,1,0,3.8,1,0,22.0,2
284.0,9.0,58.9,5.1,3.44,1,0,0.4,1,1,28.0,1
281.0,8.0,61.8,4.1,3.5,0,0,9.8,1,1,23.0,2
217.0,7.0,83.9,3.1,2.22,1,1,4.2,0,1,29.0,0
243.0,7.0,100.0,5.0,3.38,0,1,5.2,1,0,28.0,2
208.0,7.0,83.9,7.3,2.49,1,1,2.6,0,0,19.0,1
231.0,9.0,72.2,3.7,2.75,1,0,2.4,1,1,23.0,0
209.0,8.0,89.5,3.4,4.4,1,1,8.8,1,0,22.0,2
287.0,7.0,74.4,3.5,2.95,1,0,0.0,1,0,18.0,2
243.0,8.0,72.3,5.3,2.66,0,1,4.7,1,0,18.0,1
222.0,6.0,63.6,2.2,3.79,1,0,1.0,0,1,21.0,2
272.0,9.0,99.1,2.8,2.53,0,0,3.0,0,0,21.0,2
154.0,6.0,39.9,0.7,2.83,2,0,2.4,1,0,25.0,0
160.0,8.0,90.0,1.3,3.85,1,0,1.5,0,0,28.0,1
258.0,9.0,71.0,2.4,3.13,2,0,4.1,1,1,26.0,1
232.0,8.0,71.8,3.1,2.16,1,1,0.0,0,0,27.0,1
239.0,7.0,100.0,6.0,3.43,2,1,3.2,1,0,23.0,2
184.0,7.0,67.3,4.1,2.86,0,1,3.8,1,0,26.0,0
229.0,7.0,67.8,1.7,4.02,0,0,0.6,1,0,23.0,0
300.0,6.0,76.0,2.0,2.74,0,0,7.8,1,1,22.0,1
259.0,7.0,84.2,5.4,3.73,0,0,2.5,1,1,32.0,2
236.0,9.0,71.4,5.0,4.17,2,0,3.4,0,0,15.0,2
215.0,7.0,54.4,3.2,2.59,1,0,2.5,1,1,17.0,0
216.0,6.0,65.0,2.5,2.98,1,1,3.8,1,0,26.0,0
155.0,6.0,97.2,5.0,3.33,1,1,7.3,0,1,23.0,1
239.0,9.0,79.1,1.6,2.59,1,0,10.2,1,0,18.0,0
260.0,8.0,84.8,3.8,3.26,1,1,5.9,1,0,20.0,2
175.0,8.0,74.1,6.8,2.97,2,1,6.7,1,1,20.0,1
207.0,7.0,68.1,3.5,2.95,1,0,8.3,1,1,28.0,0
189.0,8.0,100.0,2.0,3.13,1,1,4.6,1,1,29.0,1
196.0,6.0,75.2,3.9,3.14,0,0,7.9,0,1,31.0,0
232.0,7.0,71.3,2.4,3.2,2,0,6.0,0,1,18.0,1
157.0,9.0,94.4,1.0,2.74,0,1,4.4,0,1,19.0,0
251.0,8.0,67.2,4.3,2.77,1,1,4.9,1,0,18.0,2
256.0,6.0,69.1,5.0,3.03,2,0,0.0,0,0,29.0,1
221.0,6.0,78.2,2.7,3.07,0,0,4.7,1,1,26.0,1
143.0,7.0,78.0,2.6,2.84,0,1,0.1,1,1,24.0,0
195.0,9.0,81.9,1.7,3.29,1,0,0.0,1,1,25.0,1
273.0,5.0,100.0,3.0,2.01,1,1,4.5,0,0,24.0,1
133.0,8.0,83.0,2.3,2.66,2,1,1.2,0,0,20.0,0
218.0,5.0,42.3,1.6,2.93,2,0,4.0,1,0,26.0,0
189.0,6.0,82.9,6.2,2.59,1,1,4.3,1,1,23.0,1
258.0,7.0,78.6,3.9,4.08,2,1,4.5,1,0,19.0,2
206.0,7.0,78.7,4.1,3.11,1,1,1.7,1,1,26.0,1
244.0,6.0,81.7,4.6,3.21,2,0,6.2,1,0,22.0,1
250.0,7.0,77.6,4.4,2.81,0,0,3.8,0,0,25.0,1
294.0,6.0,77.2,2.5,3.09,1,0,5.1,1,1,24.0,1
223.0,5.0,87.2,3.6,2.37,0,1,1.0,0,0,28.0,1
243.0,8.0,69.9,2.8,3.0,0,1,3.6,1,1,25.0,0
178.0,8.0,63.8,3.9,2.54,1,1,6.7,0,0,20.0,0
272.0,8.0,100.0,3.7,2.93,0,1,6.4,0,1,25.0,1
203.0,5.0,67.3,2.6,1.56,1,0,2.0,0,1,25.0,0
210.0,8.0,79.5,1.1,2.42,1,0,2.6,1,1,26.0,1
229.0,8.0,55.6,3.4,3.98,0,1,1.5,1,0,28.0,1
175.0,6.0,79.7,2.9,3.6,1,0,2.4,0,0,22.0,1
238.0,7.0,64.0,0.2,3.89,1,1,0.5,1,1,27.0,1
264.0,7.0,71.4,4.0,3.93,2,0,3.7,0,1,17.0,2
240.0,9.0,93.7,4.7,3.5,0,0,5.6,0,1,24.0,2
174.0,9.0,85.1,7.2,2.83,2,1,2.0,1,1,23.0,2
226.0,5.0,86.5,2.6,2.48,2,0,3.8,0,1,30.0,0
256.0,9.0,51.4,2.3,3.79,1,0,3.4,1,1,23.0,1
164.0,6.0,100.0,1.4,3.14,1,1,6.6,1,1,26.0,1
192.0,9.0,60.1,3.5,4.6,1,1,2.5,0,1,17.0,2
261.0,9.0,100.0,3.5,2.88,2,1,2.6,1,1,23.0,2
239.0,6.0,93.3,1.9,4.28,0,1,1.9,1,1,21.0,2
244.0,8.0,86.7,2.9,3.01,2,1,1.2,1,1,34.0,1
295.0,7.0,65.2,0.0,3.9,2,0,5.3,1,0,21.0,2
246.0,8.0,80.3,4.7,4.12,1,0,3.7,0,0,24.0,2
253.0,8.0,70.9,2.0,2.49,1,1,4.1,0,1,25.0,0
325.0,9.0,78.4,3.1,2.81,1,0,7.2,1,1,18.0,2
223.0,7.0,74.3,0.9,2.48,1,1,7.3,1,0,22.0,0
202.0,7.0,47.4,2.3,2.36,2,1,0.0,1,1,26.0,0
245.0,9.0,94.8,2.8,3.5,0,0,5.6,1,1,24.0,2
245.0,8.0,76.8,3.2,2.98,0,0,4.6,1,1,15.0,1
212.0,8.0,70.7,4.0,3.13,0,1,2.8,0,1,22.0,1
194.0,6.0,69.6,5.5,3.43,2,0,4.8,1,0,28.0,1
311.0,6.0,83.4,4.4,1.99,1,0,0.0,1,0,26.0,1
241.0,6.0,64.6,4.7,3.87,2,1,7.7,1,0,29.0,2
204.0,6.0,44.2,5.5,2.89,1,0,5.3,0,1,20.0,0
262.0,8.0,84.1,4.1,3.42,0,0,1.8,1,0,29.0,1
226.0,9.0,85.8,3.1,3.47,2,1,2.5,1,1,24.0,2
221.0,7.0,75.0,4.8,3.92,1,1,0.0,1,1,30.0,2
250.0,9.0,60.8,4.9,3.04,1,0,3.2,1,1,24.0,2
185.0,9.0,79.3,4.2,1.83,0,1,2.8,1,1,16.0,1
242.0,8.0,56.0,0.9,3.13,0,1,0.7,1,1,27.0,0
297.0,6.0,62.6,1.9,3.22,0,0,5.9,1,1,22.0,1
246.0,9.0,66.7,2.8,2.48,1,0,7.2,0,0,22.0,1
217.0,7.0,90.7,4.4,3.19,1,1,3.9,1,0,18.0,2
212.0,7.0,72.6,3.2,2.88,0,0,3.2,0,1,30.0,1
216.0,7.0,71.3,5.0,2.29,0,1,5.1,1,0,22.0,0
221.0,6.0,100.0,5.3,3.5,0,1,4.0,1,1,30.0,2
217.0,5.0,83.3,5.1,2.76,1,0,1.3,1,0,22.0,1
262.0,8.0,83.1,5.1,2.86,2,1,2.4,1,1,20.0,2
169.0,6.0,72.5,1.5,2.82,1,0,3.3,1,0,29.0,0
260.0,9.0,69.1,4.0,3.84,0,1,4.6,1,1,24.0,2
217.0,6.0,45.2,2.2,3.08,1,0,4.0,1,0,24.0,1
243.0,5.0,92.5,0.6,3.15,2,1,4.5,1,1,19.0,0
191.0,8.0,84.7,2.7,2.84,1,0,0.2,0,0,22.0,0
277.0,9.0,75.3,5.3,3.38,2,1,5.7,1,1,26.0,2
274.0,7.0,75.9,3.9,3.91,2,1,4.0,1,0,19.0,2
264.0,8.0,89.0,6.4,3.49,1,0,10.4,0,1,22.0,2
177.0,5.0,54.7,3.5,3.51,2,0,3.0,1,1,22.0,0
259.0,6.0,69.2,7.1,3.46,0,1,4.8,1,1,24.0,2
244.0,6.0,61.0,3.5,2.27,2,1,11.1,1,1,30.0,0
174.0,5.0,100.0,3.2,2.57,2,0,4.5,1,1,23.0,0
229.0,7.0,91.1,1.2,2.98,2,0,3.8,1,1,21.0,1
243.0,4.0,45.0,5.0,2.66,1,1,1.5,1,0,35.0,0
249.0,5.0,55.3,2.4,2.46,1,0,7.8,1,1,22.0,0
236.0,6.0,76.0,2.2,1.98,0,1,1.1,0,0,23.0,0
240.0,6.0,70.9,5.2,2.29,1,0,5.1,1,1,23.0,0
282.0,8.0,58.1,5.1,2.95,1,0,2.8,0,0,23.0,2
273.0,8.0,100.0,5.0,3.06,1,1,3.5,0,0,24.0,2
130.0,8.0,82.7,2.6,2.62,1,0,0.4,1,1,28.0,0
219.0,8.0,85.1,3.1,3.15,0,1,7.4,0,0,26.0,1
224.0,9.0,67.6,3.1,2.84,0,1,3.3,1,0,28.0,1
169.0,7.0,88.8,4.5,3.75,0,0,1.0,1,0,28.0,2
233.0,8.0,72.3,5.7,3.0,1,0,7.1,0,1,25.0,2
274.0,8.0,73.7,3.8,3.52,1,0,2.7,1,0,26.0,2
192.0,7.0,87.2,6.4,3.22,1,1,4.8,1,0,28.0,2
242.0,7.0,53.6,4.6,2.26,0,1,6.1,1,1,20.0,0
198.0,7.0,100.0,2.8,3.05,2,1,5.2,1,1,34.0,2
206.0,6.0,80.7,4.5,2.36,1,0,0.0,1,0,22.0,0
282.0,8.0,97.2,5.9,3.04,0,0,5.7,0,1,23.0,2
211.0,7.0,61.9,6.4,2.65,0,0,3.7,0,0,19.0,0
246.0,6.0,64.2,5.1,3.33,1,1,3.2,1,1,19.0,1
165.0,6.0,60.6,3.2,2.29,1,0,3.7,0,0,28.0,0
295.0,6.0,81.8,2.9,3.11,0,0,0.0,1,0,33.0,1
251.0,9.0,79.0,4.1,3.44,0,0,4.5,1,0,22.0,2
224.0,7.0,71.0,5.9,3.64,0,0,0.6,1,1,25.0,1
250.0,6.0,62.8,3.9,2.64,0,1,3.3,1,0,25.0,1
181.0,8.0,59.0,3.9,3.11,0,1,4.4,1,1,28.0,0
271.0,6.0,77.3,3.3,3.21,2,1,6.7,0,0,33.0,1
219.0,5.0,71.0,2.7,4.03,1,0,2.0,1,1,30.0,1
223.0,9.0,67.7,2.9,2.21,1,1,7.6,1,1,23.0,0
213.0,6.0,100.0,3.4,2.55,1,0,6.4,1,0,26.0,0
210.0,7.0,76.8,5.9,4.78,1,1,2.9,1,0,27.0,2
254.0,7.0,97.1,2.8,2.94,0,1,1.2,1,0,24.0,2
239.0,9.0,70.0,3.3,1.97,0,0,0.4,0,1,20.0,1
253.0,7.0,81.7,1.8,2.75,0,1,4.7,1,0,21.0,1
230.0,6.0,77.2,4.3,1.44,1,0,2.2,1,1,29.0,0
248.0,8.0,52.5,5.4,3.24,1,0,7.0,0,1,29.0,1
215.0,7.0,99.4,5.8,3.59,1,0,2.3,1,1,23.0,2
308.0,9.0,76.0,3.5,2.55,1,0,1.7,0,1,25.0,1
175.0,7.0,89.2,4.1,2.82,2,1,4.6,0,0,29.0,1
274.0,4.0,66.7,3.0,3.65,0,1,2.3,0,0,17.0,1
278.0,8.0,75.5,4.0,2.05,1,1,4.0,1,1,22.0,1
200.0,9.0,65.0,3.7,2.31,1,1,6.5,0,0,32.0,1
308.0,9.0,96.5,3.3,2.96,1,1,4.3,0,1,25.0,2
265.0,9.0,82.7,3.4,2.65,1,0,4.3,1,1,19.0,1
264.0,6.0,83.5,3.9,2.92,1,0,4.5,1,0,24.0,1
231.0,8.0,98.4,2.7,2.34,0,0,0.0,0,0,28.0,1
222.0,6.0,95.3,2.8,3.23,1,1,5.0,0,0,15.0,0
223.0,8.0,89.5,5.9,3.01,2,1,4.4,1,0,25.0,2
244.0,5.0,56.7,7.5,3.43,1,1,6.2,1,1,23.0,1
279.0,6.0,67.6,1.3,3.22,2,0,5.5,1,1,17.0,0
236.0,6.0,62.9,1.2,3.22,1,0,3.5,0,0,24.0,0
198.0,8.0,88.9,1.7,2.23,1,1,6.6,1,1,23.0,0
259.0,8.0,80.6,3.0,3.4,1,0,3.3,1,0,24.0,1
262.0,8.0,57.1,4.6,2.9,1,1,4.6,0,1,23.0,1
253.0,5.0,75.2,4.1,3.0,2,0,3.2,0,1,20.0,1
256.0,7.0,55.6,3.5,3.73,0,0,5.2,1,0,18.0,2
221.0,6.0,77.2,4.0,2.67,1,1,3.1,1,1,21.0,1
197.0,8.0,53.2,2.1,3.91,1,1,8.1,0,1,27.0,0
200.0,9.0,85.9,2.8,3.97,2,1,9.0,1,0,25.0,2
173.0,9.0,83.7,3.2,3.55,1,0,6.2,1,0,24.0,1
238.0,6.0,100.0,0.7,2.51,2,0,7.9,1,1,20.0,0
227.0,3.0,90.7,1.3,1.79,2,1,0.2,0,0,23.0,0
215.0,5.0,71.7,1.4,3.75,0,1,0.4,1,0,27.0,1
127.0,9.0,90.3,4.4,3.17,2,0,3.2,1,0,26.0,0
186.0,7.0,57.0,3.6,2.65,2,1,4.1,1,1,22.0,0
269.0,6.0,63.6,4.2,3.8,0,0,3.5,1,0,15.0,1
207.0,9.0,83.0,0.3,2.58,1,0,0.0,1,1,21.0,0
243.0,9.0,45.6,0.8,2.85,0,1,6.9,1,0,22.0,0
181.0,7.0,77.4,4.3,3.41,1,1,9.4,1,0,20.0,1
280.0,7.0,62.7,0.0,2.43,0,0,7.2,1,1,22.0,0
225.0,7.0,79.5,5.2,3.03,1,0,6.7,1,0,27.0,1
240.0,8.0,61.8,0.3,3.75,1,1,4.6,1,1,24.0,1
311.0,9.0,84.4,4.5,3.23,1,1,1.9,1,0,28.0,2
283.0,8.0,78.3,1.8,3.85,0,1,4.2,1,1,18.0,2
219.0,8.0,99.0,4.9,3.78,1,0,9.3,0,0,23.0,2
209.0,9.0,78.1,8.3,3.1,1,1,3.1,0,1,16.0,2
219.0,6.0,66.5,0.0,1.7,1,1,2.9,1,0,22.0,0
248.0,8.0,74.3,4.3,2.44,0,0,6.8,1,1,20.0,1
226.0,7.0,57.8,0.3,3.56,0,0,6.9,1,0,29.0,0
216.0,4.0,84.1,3.9,2.17,1,1,1.9,1,0,26.0,0
281.0,4.0,86.8,2.9,2.9,2,1,3.3,1,1,28.0,2
226.0,6.0,100.0,3.4,3.3,0,1,2.7,0,0,22.0,2
310.0,8.0,68.7,1.7,3.98,1,1,4.2,0,0,20.0,2
233.0,7.0,74.0,4.4,2.75,0,1,6.8,0,1,20.0,1
292.0,7.0,69.4,0.9,2.71,1,0,2.0,0,1,25.0,1
243.0,9.0,81.2,5.2,3.07,0,0,6.7,1,1,31.0,1
264.0,5.0,83.7,2.5,3.31,1,1,4.3,1,1,26.0,1
205.0,7.0,77.2,1.0,3.01,1,0,9.8,0,0,23.0,1
